time,gFx,gFy,gFz,TgF
19.637000,-0.0658,1.0038,-0.0052,1.006
19.639000,-0.1020,0.9915,-0.0048,0.997
19.641000,-0.1044,0.9885,-0.0034,0.994
19.643000,-0.0880,0.9926,-0.0044,0.996
19.646000,-0.0674,0.9992,0.0028,1.001
19.648000,-0.0483,1.0052,0.0128,1.006
19.650000,-0.0402,1.0069,0.0131,1.008
19.652000,-0.0244,1.0089,0.0062,1.009
19.654000,-0.0101,1.0103,0.0038,1.010
19.656000,-0.0020,1.0106,0.0113,1.011
19.657000,-0.0011,1.0102,0.0177,1.010
19.659000,-0.0033,1.0108,0.0182,1.011
19.665000,-0.0055,1.0130,0.0213,1.013
19.666000,-0.0080,1.0146,0.0290,1.015
19.666000,-0.0137,1.0141,0.0375,1.015
19.668000,-0.0196,1.0132,0.0431,1.014
19.670000,-0.0240,1.0107,0.0480,1.012
19.672000,-0.0287,1.0077,0.0541,1.010
19.674000,-0.0358,1.0035,0.0586,1.006
19.675000,-0.0444,0.9979,0.0628,1.001
19.677000,-0.0480,0.9946,0.0669,0.998
19.682000,-0.0459,0.9942,0.0697,0.998
19.683000,-0.0398,0.9958,0.0720,0.999
19.684000,-0.0332,0.9972,0.0749,1.001
19.686000,-0.0274,0.9987,0.0774,1.002
19.688000,-0.0252,0.9970,0.0784,1.000
19.690000,-0.0301,0.9917,0.0785,0.995
19.691000,-0.0334,0.9868,0.0801,0.991
19.693000,-0.0372,0.9840,0.0817,0.988
19.697000,-0.0420,0.9806,0.0831,0.985
19.699000,-0.0459,0.9774,0.0850,0.982
19.700000,-0.0487,0.9743,0.0875,0.979
19.702000,-0.0518,0.9703,0.0901,0.976
19.704000,-0.0534,0.9670,0.0927,0.973
19.705000,-0.0551,0.9634,0.0960,0.970
19.707000,-0.0565,0.9597,0.0999,0.967
19.709000,-0.0591,0.9561,0.1026,0.963
19.719000,-0.0623,0.9526,0.1052,0.960
19.720000,-0.0659,0.9482,0.1079,0.957
19.720000,-0.0695,0.9445,0.1116,0.954
19.720000,-0.0721,0.9416,0.1145,0.951
19.721000,-0.0736,0.9378,0.1166,0.948
19.726000,-0.0763,0.9338,0.1228,0.945
19.727000,-0.0778,0.9307,0.1274,0.943
19.727000,-0.0793,0.9282,0.1290,0.940
19.727000,-0.0804,0.9268,0.1311,0.939
19.737000,-0.0821,0.9254,0.1340,0.939
19.738000,-0.0848,0.9250,0.1368,0.939
19.738000,-0.0884,0.9251,0.1393,0.940
19.739000,-0.0926,0.9255,0.1429,0.941
19.739000,-0.0944,0.9260,0.1472,0.942
19.740000,-0.0957,0.9262,0.1513,0.943
19.742000,-0.0969,0.9259,0.1544,0.944
19.744000,-0.0959,0.9256,0.1580,0.944
19.748000,-0.0935,0.9254,0.1612,0.944
19.750000,-0.0912,0.9260,0.1646,0.945
19.750000,-0.0896,0.9263,0.1680,0.946
19.752000,-0.0879,0.9280,0.1706,0.948
19.754000,-0.0867,0.9289,0.1724,0.949
19.756000,-0.0856,0.9294,0.1731,0.949
19.758000,-0.0853,0.9304,0.1736,0.950
19.759000,-0.0850,0.9310,0.1743,0.951
19.761000,-0.0847,0.9320,0.1754,0.952
19.765000,-0.0841,0.9323,0.1780,0.953
19.766000,-0.0839,0.9332,0.1806,0.954
19.768000,-0.0841,0.9333,0.1830,0.955
19.770000,-0.0853,0.9329,0.1846,0.955
19.772000,-0.0854,0.9331,0.1852,0.955
19.773000,-0.0869,0.9331,0.1854,0.955
19.775000,-0.0881,0.9327,0.1909,0.956
19.777000,-0.0886,0.9318,0.1932,0.956
19.781000,-0.0888,0.9314,0.1900,0.955
19.783000,-0.0897,0.9314,0.1889,0.955
19.783000,-0.0904,0.9324,0.1889,0.956
19.786000,-0.0919,0.9335,0.1870,0.957
19.788000,-0.0936,0.9336,0.1857,0.956
19.790000,-0.0937,0.9343,0.1863,0.957
19.791000,-0.0929,0.9349,0.1870,0.958
19.793000,-0.0899,0.9361,0.1857,0.959
19.798000,-0.0846,0.9376,0.1851,0.959
19.799000,-0.0792,0.9386,0.1869,0.960
19.800000,-0.0727,0.9390,0.1898,0.961
19.802000,-0.0653,0.9397,0.1921,0.961
19.804000,-0.0581,0.9409,0.1942,0.963
19.806000,-0.0509,0.9416,0.1953,0.963
19.807000,-0.0455,0.9419,0.1953,0.963
19.809000,-0.0412,0.9418,0.1955,0.963
19.811000,-0.0381,0.9431,0.1963,0.964
19.815000,-0.0364,0.9441,0.1968,0.965
19.815000,-0.0361,0.9454,0.1974,0.967
19.817000,-0.0363,0.9473,0.1991,0.969
19.820000,-0.0377,0.9484,0.2017,0.970
19.822000,-0.0407,0.9497,0.2055,0.973
19.823000,-0.0440,0.9520,0.2081,0.975
19.825000,-0.0473,0.9535,0.2099,0.977
19.827000,-0.0519,0.9557,0.2107,0.980
19.835000,-0.0560,0.9575,0.2118,0.982
19.836000,-0.0601,0.9584,0.2131,0.984
19.836000,-0.0627,0.9591,0.2139,0.985
19.837000,-0.0662,0.9613,0.2146,0.987
19.838000,-0.0698,0.9648,0.2143,0.991
19.840000,-0.0721,0.9673,0.2136,0.993
19.842000,-0.0756,0.9699,0.2137,0.996
19.844000,-0.0822,0.9724,0.2181,1.000
19.846000,-0.0902,0.9751,0.2261,1.005
19.853000,-0.0980,0.9778,0.2268,1.009
19.855000,-0.1063,0.9824,0.2253,1.013
19.855000,-0.1156,0.9868,0.2264,1.019
19.855000,-0.1255,0.9911,0.2287,1.025
19.856000,-0.1340,0.9943,0.2276,1.029
19.857000,-0.1416,0.9980,0.2272,1.033
19.860000,-0.1478,1.0017,0.2276,1.038
19.862000,-0.1527,1.0042,0.2277,1.041
19.865000,-0.1575,1.0060,0.2264,1.043
19.866000,-0.1624,1.0066,0.2255,1.044
19.867000,-0.1667,1.0072,0.2239,1.045
19.870000,-0.1704,1.0072,0.2217,1.045
19.872000,-0.1736,1.0061,0.2210,1.045
19.874000,-0.1776,1.0045,0.2215,1.044
19.876000,-0.1812,1.0034,0.2205,1.043
19.877000,-0.1836,1.0025,0.2193,1.043
19.881000,-0.1850,1.0018,0.2176,1.042
19.882000,-0.1853,1.0017,0.2160,1.041
19.884000,-0.1864,1.0025,0.2139,1.042
19.886000,-0.1864,1.0023,0.2119,1.041
19.888000,-0.1807,1.0032,0.2098,1.041
19.890000,-0.1684,1.0045,0.2078,1.040
19.891000,-0.1588,1.0059,0.2043,1.039
19.893000,-0.1529,1.0066,0.1994,1.037
19.896000,-0.1508,1.0068,0.1969,1.037
19.898000,-0.1471,1.0071,0.1915,1.036
19.900000,-0.1445,1.0063,0.1855,1.033
19.902000,-0.1419,1.0048,0.1785,1.030
19.904000,-0.1395,1.0033,0.1724,1.027
19.907000,-0.1382,1.0025,0.1688,1.026
19.907000,-0.1367,1.0018,0.1656,1.025
19.909000,-0.1352,1.0008,0.1616,1.023
19.911000,-0.1333,1.0001,0.1579,1.021
19.915000,-0.1302,0.9993,0.1546,1.020
19.916000,-0.1264,0.9988,0.1515,1.018
19.917000,-0.1217,0.9977,0.1504,1.016
19.919000,-0.1162,0.9959,0.1500,1.014
19.921000,-0.1085,0.9957,0.1501,1.013
19.923000,-0.1015,0.9970,0.1506,1.013
19.925000,-0.0976,0.9978,0.1491,1.014
19.927000,-0.0937,0.9997,0.1461,1.015
19.931000,-0.0899,1.0020,0.1428,1.016
19.932000,-0.0868,1.0041,0.1393,1.017
19.934000,-0.0836,1.0059,0.1365,1.019
19.935000,-0.0799,1.0079,0.1346,1.020
19.938000,-0.0759,1.0087,0.1340,1.020
19.940000,-0.0727,1.0091,0.1338,1.021
19.941000,-0.0683,1.0096,0.1336,1.021
19.943000,-0.0644,1.0096,0.1335,1.020
19.945000,-0.0604,1.0103,0.1334,1.021
19.948000,-0.0557,1.0110,0.1326,1.021
19.950000,-0.0488,1.0110,0.1324,1.021
19.951000,-0.0402,1.0106,0.1314,1.020
19.954000,-0.0314,1.0107,0.1294,1.019
19.956000,-0.0241,1.0100,0.1277,1.018
19.957000,-0.0183,1.0087,0.1260,1.017
19.959000,-0.0132,1.0081,0.1261,1.016
19.961000,-0.0082,1.0065,0.1292,1.015
19.965000,-0.0045,1.0052,0.1312,1.014
19.966000,-0.0041,1.0034,0.1320,1.012
19.968000,-0.0056,1.0011,0.1338,1.010
19.970000,-0.0080,0.9977,0.1371,1.007
19.972000,-0.0097,0.9943,0.1395,1.004
19.975000,-0.0119,0.9916,0.1415,1.002
19.976000,-0.0143,0.9889,0.1435,0.999
19.977000,-0.0183,0.9855,0.1500,0.997
19.979000,-0.0182,0.9828,0.1530,0.995
19.983000,0.0458,0.9858,0.1500,0.998
19.984000,0.1795,0.9872,0.1519,1.015
19.986000,0.2434,0.9888,0.1613,1.031
19.988000,0.2322,0.9824,0.1678,1.023
19.990000,0.1810,0.9711,0.1550,1.000
19.991000,0.1118,0.9586,0.1464,0.976
19.993000,0.0363,0.9498,0.1601,0.964
19.995000,-0.0350,0.9448,0.1765,0.962
20.004000,-0.0948,0.9418,0.1840,0.964
20.004000,-0.1413,0.9395,0.1874,0.968
20.005000,-0.1757,0.9364,0.1923,0.972
20.005000,-0.1968,0.9332,0.1939,0.973
20.006000,-0.2041,0.9295,0.1886,0.970
20.008000,-0.1880,0.9263,0.1827,0.963
20.010000,-0.1398,0.9248,0.1808,0.953
20.012000,-0.1060,0.9247,0.1685,0.946
20.028000,-0.0791,0.9248,0.1538,0.941
20.031000,-0.0592,0.9237,0.1463,0.937
20.031000,-0.0502,0.9231,0.1453,0.936
20.032000,-0.0375,0.9223,0.1476,0.935
20.035000,-0.0282,0.9221,0.1530,0.935
20.035000,-0.0227,0.9231,0.1612,0.937
20.036000,-0.0213,0.9238,0.1707,0.940
20.036000,-0.0225,0.9249,0.1780,0.942
20.037000,-0.0244,0.9271,0.1854,0.946
20.037000,-0.0267,0.9296,0.1922,0.950
20.038000,-0.0282,0.9328,0.1968,0.954
20.038000,-0.0302,0.9353,0.2002,0.957
20.038000,-0.0315,0.9381,0.2032,0.960
20.040000,-0.0306,0.9411,0.2069,0.964
20.041000,-0.0306,0.9445,0.2089,0.968
20.043000,-0.0303,0.9478,0.2090,0.971
20.045000,-0.0267,0.9496,0.2128,0.974
20.049000,-0.0215,0.9508,0.2184,0.976
20.050000,-0.0162,0.9520,0.2224,0.978
20.052000,-0.0111,0.9532,0.2242,0.979
20.054000,-0.0086,0.9546,0.2249,0.981
20.056000,-0.0086,0.9568,0.2253,0.983
20.057000,-0.0093,0.9601,0.2263,0.986
20.059000,-0.0101,0.9626,0.2297,0.990
20.061000,-0.0116,0.9651,0.2323,0.993
20.063000,-0.0136,0.9681,0.2353,0.996
20.066000,-0.0166,0.9718,0.2392,1.001
20.068000,-0.0198,0.9744,0.2416,1.004
20.070000,-0.0234,0.9772,0.2453,1.008
20.071000,-0.0262,0.9788,0.2491,1.010
20.074000,-0.0296,0.9797,0.2518,1.012
20.075000,-0.0342,0.9807,0.2532,1.013
20.077000,-0.0396,0.9813,0.2532,1.014
20.079000,-0.0436,0.9806,0.2546,1.014
20.083000,-0.0473,0.9801,0.2544,1.014
20.084000,-0.0509,0.9800,0.2501,1.013
20.086000,-0.0542,0.9790,0.2456,1.011
20.087000,-0.0576,0.9782,0.2423,1.009
20.090000,-0.0605,0.9761,0.2436,1.008
20.091000,-0.0596,0.9738,0.2397,1.005
20.093000,-0.0581,0.9719,0.2322,1.001
20.095000,-0.0579,0.9704,0.2286,0.999
20.099000,-0.0581,0.9694,0.2260,0.997
20.100000,-0.0604,0.9701,0.2241,0.997
20.102000,-0.0625,0.9697,0.2242,0.997
20.104000,-0.0657,0.9689,0.2254,0.997
20.106000,-0.0687,0.9694,0.2271,0.998
20.108000,-0.0717,0.9695,0.2274,0.998
20.109000,-0.0769,0.9696,0.2274,0.999
20.111000,-0.0825,0.9689,0.2277,0.999
20.113000,-0.0870,0.9688,0.2276,0.999
20.116000,-0.0917,0.9688,0.2286,1.000
20.118000,-0.0951,0.9698,0.2289,1.001
20.119000,-0.0994,0.9711,0.2283,1.002
20.122000,-0.1030,0.9722,0.2262,1.003
20.124000,-0.1072,0.9729,0.2244,1.004
20.125000,-0.1100,0.9741,0.2221,1.005
20.127000,-0.1122,0.9744,0.2212,1.005
20.129000,-0.1140,0.9748,0.2171,1.005
20.137000,-0.1147,0.9750,0.2114,1.004
20.138000,-0.1129,0.9749,0.2095,1.004
20.138000,-0.1117,0.9760,0.2093,1.004
20.139000,-0.1107,0.9757,0.2086,1.004
20.140000,-0.1099,0.9755,0.2072,1.003
20.143000,-0.1070,0.9750,0.2039,1.002
20.144000,-0.1044,0.9744,0.2025,1.001
20.146000,-0.1008,0.9735,0.1977,0.998
20.147000,-0.0973,0.9728,0.1869,0.995
20.156000,-0.0959,0.9738,0.1827,0.995
20.158000,-0.0952,0.9739,0.1844,0.996
20.159000,-0.0939,0.9742,0.1864,0.996
20.159000,-0.0925,0.9749,0.1885,0.997
20.159000,-0.0903,0.9763,0.1895,0.999
20.159000,-0.0875,0.9772,0.1886,0.999
20.162000,-0.0857,0.9765,0.1865,0.998
20.164000,-0.0833,0.9760,0.1836,0.997
20.168000,-0.0818,0.9764,0.1816,0.997
20.169000,-0.0806,0.9781,0.1775,0.997
20.170000,-0.0792,0.9790,0.1736,0.997
20.172000,-0.0772,0.9810,0.1723,0.999
20.174000,-0.0745,0.9832,0.1709,1.001
20.176000,-0.0710,0.9852,0.1670,1.002
20.178000,-0.0687,0.9879,0.1634,1.004
20.179000,-0.0670,0.9896,0.1647,1.005
20.183000,-0.0645,0.9911,0.1656,1.007
20.185000,-0.0611,0.9920,0.1663,1.008
20.186000,-0.0577,0.9925,0.1704,1.009
20.188000,-0.0550,0.9925,0.1739,1.009
20.189000,-0.0530,0.9907,0.1729,1.007
20.193000,-0.0517,0.9891,0.1726,1.005
20.194000,-0.0509,0.9874,0.1732,1.004
20.195000,-0.0494,0.9853,0.1730,1.002
20.198000,-0.0457,0.9827,0.1722,0.999
20.200000,-0.0411,0.9803,0.1707,0.996
20.202000,-0.0375,0.9783,0.1715,0.994
20.204000,-0.0334,0.9764,0.1731,0.992
20.206000,-0.0283,0.9755,0.1732,0.991
20.208000,-0.0200,0.9740,0.1731,0.989
20.209000,0.0438,0.9823,0.1759,0.999
20.211000,0.1897,1.0094,0.1762,1.042
20.214000,0.2424,1.0248,0.1750,1.068
20.216000,0.2064,1.0196,0.1734,1.055
20.218000,0.1271,1.0026,0.1540,1.022
20.220000,0.0326,0.9815,0.1449,0.993
20.221000,-0.0605,0.9607,0.1715,0.978
20.224000,-0.1388,0.9446,0.1970,0.975
20.226000,-0.1884,0.9391,0.1998,0.978
20.227000,-0.1929,0.9421,0.1943,0.981
20.229000,-0.1393,0.9471,0.1918,0.976
20.232000,-0.0618,0.9476,0.1902,0.968
20.234000,-0.0215,0.9435,0.1840,0.962
20.236000,0.0022,0.9382,0.1674,0.953
20.237000,0.0120,0.9341,0.1465,0.946
20.240000,0.0137,0.9327,0.1334,0.942
20.242000,0.0113,0.9345,0.1294,0.943
20.243000,0.0085,0.9390,0.1285,0.948
20.245000,0.0087,0.9447,0.1300,0.954
20.247000,0.0121,0.9501,0.1383,0.960
20.250000,0.0165,0.9541,0.1541,0.967
20.253000,0.0210,0.9565,0.1710,0.972
20.254000,0.0233,0.9573,0.1857,0.975
20.256000,0.0230,0.9578,0.1925,0.977
20.258000,0.0199,0.9585,0.1935,0.978
20.259000,0.0172,0.9607,0.1905,0.980
20.261000,0.0164,0.9627,0.1880,0.981
20.263000,0.0146,0.9665,0.1832,0.984
20.272000,0.0148,0.9711,0.1795,0.988
20.273000,0.0182,0.9770,0.1796,0.994
20.273000,0.0233,0.9830,0.1836,1.000
20.274000,0.0281,0.9886,0.1905,1.007
20.275000,0.0336,0.9926,0.1987,1.013
20.276000,0.0391,0.9956,0.2056,1.017
20.277000,0.0429,0.9966,0.2097,1.019
20.280000,0.0459,0.9978,0.2106,1.021
20.282000,0.0489,1.0006,0.2088,1.023
20.295000,0.0771,1.0100,0.2070,1.034
20.297000,0.1628,1.0363,0.2082,1.069
20.297000,0.2057,1.0566,0.2096,1.097
20.298000,0.1909,1.0597,0.2102,1.097
20.298000,0.1466,1.0532,0.1991,1.082
20.299000,0.0965,1.0439,0.1925,1.066
20.299000,0.0507,1.0350,0.2072,1.057
20.300000,0.0117,1.0300,0.2259,1.055
20.300000,-0.0129,1.0306,0.2321,1.056
20.306000,-0.0158,1.0365,0.2277,1.061
20.308000,0.0030,1.0434,0.2237,1.067
20.309000,0.0319,1.0473,0.2220,1.071
20.310000,0.0581,1.0476,0.2171,1.071
20.310000,0.0790,1.0462,0.2064,1.069
20.312000,0.0986,1.0450,0.1943,1.067
20.314000,0.1150,1.0470,0.1852,1.069
20.318000,0.1252,1.0488,0.1785,1.071
20.319000,0.1290,1.0506,0.1723,1.072
20.319000,0.1282,1.0515,0.1687,1.073
20.322000,0.1216,1.0520,0.1708,1.073
20.324000,0.1097,1.0525,0.1773,1.073
20.326000,0.0913,1.0520,0.1838,1.072
20.327000,0.0682,1.0515,0.1892,1.071
20.329000,0.0430,1.0503,0.1914,1.069
20.331000,0.0224,1.0488,0.1917,1.066
20.334000,0.0227,1.0479,0.1901,1.065
20.336000,0.0390,1.0473,0.1885,1.065
20.338000,0.0493,1.0479,0.1876,1.066
20.340000,0.0587,1.0496,0.1847,1.067
20.342000,0.0662,1.0516,0.1829,1.069
20.344000,0.0728,1.0545,0.1861,1.073
20.345000,0.0774,1.0578,0.1926,1.078
20.347000,0.0796,1.0611,0.1968,1.082
20.351000,0.0816,1.0633,0.1978,1.085
20.352000,0.0838,1.0660,0.1995,1.088
20.354000,0.0851,1.0688,0.2033,1.091
20.356000,0.0861,1.0704,0.2059,1.093
20.358000,0.0856,1.0722,0.2055,1.095
20.359000,0.0858,1.0751,0.1957,1.096
20.362000,0.0826,1.0774,0.1900,1.097
20.364000,0.0794,1.0785,0.1956,1.099
20.365000,0.0764,1.0800,0.1993,1.101
20.368000,0.0726,1.0814,0.1997,1.102
20.370000,0.0693,1.0821,0.2022,1.103
20.372000,0.0665,1.0817,0.2072,1.103
20.374000,0.0649,1.0806,0.2084,1.102
20.376000,0.0648,1.0789,0.2073,1.101
20.378000,0.0654,1.0770,0.2053,1.098
20.379000,0.0646,1.0765,0.2023,1.097
20.381000,0.0619,1.0759,0.1988,1.096
20.384000,0.0603,1.0756,0.1972,1.095
20.386000,0.0550,1.0744,0.1932,1.093
20.387000,0.0532,1.0740,0.1919,1.092
20.390000,0.0497,1.0740,0.1886,1.092
20.392000,0.0464,1.0740,0.1868,1.091
20.394000,0.0452,1.0744,0.1822,1.091
20.395000,0.0432,1.0750,0.1759,1.090
20.397000,0.0417,1.0750,0.1758,1.090
20.402000,0.0401,1.0736,0.1754,1.089
20.405000,0.0386,1.0721,0.1731,1.087
20.406000,0.0365,1.0692,0.1714,1.083
20.406000,0.0363,1.0656,0.1680,1.079
20.408000,0.0361,1.0615,0.1630,1.075
20.410000,0.0356,1.0571,0.1567,1.069
20.411000,0.0353,1.0528,0.1506,1.064
20.413000,0.0345,1.0482,0.1452,1.059
20.415000,0.0327,1.0442,0.1405,1.054
20.424000,0.0295,1.0399,0.1366,1.049
20.424000,0.0269,1.0367,0.1338,1.046
20.425000,0.0244,1.0341,0.1310,1.043
20.425000,0.0220,1.0313,0.1287,1.039
20.426000,0.0192,1.0298,0.1264,1.038
20.428000,0.0173,1.0281,0.1233,1.036
20.432000,0.0160,1.0250,0.1200,1.032
20.432000,0.0138,1.0234,0.1169,1.030
20.451000,0.0100,1.0220,0.1140,1.028
20.453000,0.0066,1.0205,0.1118,1.027
20.453000,0.0025,1.0180,0.1109,1.024
20.454000,-0.0003,1.0154,0.1097,1.021
20.454000,-0.0020,1.0140,0.1088,1.020
20.454000,-0.0045,1.0116,0.1082,1.017
20.454000,-0.0073,1.0095,0.1073,1.015
20.455000,-0.0095,1.0073,0.1057,1.013
20.455000,-0.0113,1.0043,0.1023,1.010
20.455000,-0.0129,1.0013,0.0969,1.006
20.456000,-0.0137,0.9980,0.0909,1.002
20.456000,-0.0145,0.9946,0.0854,0.998
20.458000,-0.0149,0.9916,0.0806,0.995
20.460000,-0.0153,0.9882,0.0765,0.991
20.462000,-0.0155,0.9846,0.0739,0.987
20.464000,-0.0160,0.9826,0.0696,0.985
20.466000,-0.0154,0.9806,0.0650,0.983
20.470000,-0.0155,0.9799,0.0628,0.982
20.471000,-0.0157,0.9790,0.0618,0.981
20.472000,-0.0158,0.9777,0.0608,0.980
20.474000,-0.0160,0.9768,0.0590,0.979
20.476000,-0.0154,0.9765,0.0571,0.978
20.478000,-0.0142,0.9766,0.0553,0.978
20.479000,-0.0133,0.9761,0.0537,0.978
20.481000,-0.0132,0.9761,0.0527,0.978
20.486000,-0.0131,0.9753,0.0517,0.977
20.487000,-0.0122,0.9751,0.0512,0.976
20.488000,-0.0101,0.9753,0.0517,0.977
20.490000,-0.0083,0.9757,0.0520,0.977
20.492000,-0.0073,0.9751,0.0522,0.977
20.493000,-0.0050,0.9739,0.0518,0.975
20.495000,-0.0009,0.9737,0.0504,0.975
20.497000,0.0038,0.9736,0.0486,0.975
20.499000,0.0091,0.9736,0.0470,0.975
20.502000,0.0141,0.9736,0.0467,0.975
20.504000,0.0180,0.9735,0.0465,0.975
20.510000,0.0199,0.9735,0.0464,0.975
20.510000,0.0233,0.9734,0.0467,0.975
20.511000,0.0250,0.9726,0.0467,0.974
20.511000,0.0247,0.9726,0.0472,0.974
20.513000,0.0221,0.9713,0.0486,0.973
20.515000,0.0175,0.9706,0.0513,0.972
20.519000,0.0110,0.9699,0.0516,0.971
20.520000,0.0026,0.9686,0.0503,0.970
20.522000,-0.0067,0.9670,0.0529,0.968
20.524000,-0.0160,0.9642,0.0549,0.966
20.526000,-0.0236,0.9618,0.0556,0.964
20.527000,-0.0321,0.9599,0.0572,0.962
20.529000,-0.0424,0.9573,0.0572,0.960
20.531000,-0.0534,0.9543,0.0568,0.957
20.536000,-0.0710,0.9517,0.0558,0.956
20.537000,-0.0875,0.9504,0.0542,0.956
20.538000,-0.1002,0.9493,0.0529,0.956
20.540000,-0.1104,0.9489,0.0546,0.957
20.542000,-0.1173,0.9501,0.0514,0.959
20.544000,-0.1204,0.9497,0.0481,0.959
20.545000,-0.1202,0.9491,0.0506,0.958
20.547000,-0.1147,0.9487,0.0545,0.957
20.558000,-0.1071,0.9483,0.0562,0.956
20.558000,-0.0986,0.9478,0.0560,0.955
20.559000,-0.0893,0.9486,0.0567,0.954
20.559000,-0.0813,0.9486,0.0571,0.954
20.560000,-0.0733,0.9491,0.0577,0.954
20.560000,-0.0658,0.9493,0.0598,0.953
20.562000,-0.0601,0.9497,0.0615,0.954
20.565000,-0.0537,0.9512,0.0628,0.955
20.566000,-0.0478,0.9532,0.0628,0.957
20.580000,-0.0419,0.9561,0.0605,0.959
20.581000,-0.0359,0.9582,0.0588,0.961
20.582000,-0.0294,0.9603,0.0585,0.963
20.582000,-0.0237,0.9619,0.0597,0.964
20.583000,-0.0203,0.9640,0.0617,0.966
20.583000,-0.0166,0.9654,0.0628,0.968
20.584000,-0.0128,0.9665,0.0643,0.969
20.585000,-0.0107,0.9675,0.0652,0.970
20.586000,-0.0084,0.9684,0.0669,0.971
20.587000,-0.0070,0.9689,0.0700,0.971
20.588000,-0.0068,0.9684,0.0729,0.971
20.592000,-0.0053,0.9679,0.0747,0.971
20.593000,-0.0030,0.9669,0.0763,0.970
20.595000,-0.0013,0.9655,0.0786,0.969
20.596000,0.0002,0.9636,0.0803,0.967
20.598000,0.0008,0.9615,0.0792,0.965
20.600000,0.0034,0.9586,0.0779,0.962
20.602000,0.0065,0.9566,0.0764,0.960
20.604000,0.0099,0.9539,0.0751,0.957
20.606000,0.0151,0.9535,0.0747,0.957
20.608000,0.0197,0.9541,0.0740,0.957
20.610000,0.0238,0.9536,0.0735,0.957
20.611000,0.0310,0.9524,0.0736,0.956
20.614000,0.0398,0.9520,0.0741,0.956
20.615000,0.0474,0.9508,0.0750,0.955
20.619000,0.0550,0.9499,0.0755,0.954
20.621000,0.0623,0.9493,0.0760,0.954
20.621000,0.0690,0.9493,0.0774,0.955
20.625000,0.0766,0.9493,0.0801,0.956
20.625000,0.0847,0.9499,0.0819,0.957
20.628000,0.0878,0.9499,0.0818,0.957
20.629000,0.0921,0.9499,0.0810,0.958
20.631000,0.0928,0.9504,0.0822,0.958
20.633000,0.0856,0.9505,0.0829,0.958
20.636000,0.0623,0.9502,0.0804,0.956
20.638000,0.0242,0.9496,0.0756,0.953
20.640000,-0.0034,0.9503,0.0728,0.953
20.642000,-0.0224,0.9499,0.0704,0.953
20.644000,-0.0358,0.9493,0.0653,0.952
20.645000,-0.0434,0.9494,0.0602,0.952
20.647000,-0.0471,0.9495,0.0561,0.952
20.649000,-0.0491,0.9495,0.0527,0.952
20.653000,-0.0502,0.9486,0.0492,0.951
20.654000,-0.0520,0.9475,0.0470,0.950
20.656000,-0.0546,0.9457,0.0456,0.948
20.658000,-0.0578,0.9443,0.0436,0.947
20.660000,-0.0605,0.9427,0.0417,0.946
20.662000,-0.0615,0.9413,0.0397,0.944
20.663000,-0.0616,0.9407,0.0362,0.943
20.665000,-0.0629,0.9406,0.0340,0.943
20.668000,-0.0633,0.9404,0.0311,0.943
20.670000,-0.0630,0.9405,0.0280,0.943
20.671000,-0.0621,0.9394,0.0255,0.942
20.674000,-0.0603,0.9387,0.0239,0.941
20.675000,-0.0576,0.9376,0.0240,0.940
20.678000,-0.0543,0.9364,0.0254,0.938
20.679000,-0.0500,0.9363,0.0254,0.938
20.681000,-0.0464,0.9355,0.0248,0.937
20.683000,-0.0439,0.9354,0.0228,0.937
20.691000,-0.0429,0.9350,0.0205,0.936
20.692000,-0.0416,0.9346,0.0191,0.936
20.692000,-0.0399,0.9325,0.0189,0.934
20.693000,-0.0384,0.9295,0.0193,0.930
20.695000,-0.0376,0.9257,0.0198,0.927
20.695000,-0.0384,0.9229,0.0201,0.924
20.697000,-0.0407,0.9201,0.0205,0.921
20.700000,-0.0431,0.9181,0.0207,0.919
20.713000,-0.0454,0.9168,0.0204,0.918
20.715000,-0.0486,0.9151,0.0216,0.917
20.716000,-0.0511,0.9134,0.0217,0.915
20.716000,-0.0518,0.9129,0.0210,0.915
20.716000,-0.0535,0.9141,0.0246,0.916
20.717000,-0.0554,0.9148,0.0275,0.917
20.717000,-0.0560,0.9157,0.0292,0.918
20.719000,-0.0556,0.9157,0.0324,0.918
20.720000,-0.0564,0.9154,0.0348,0.918
20.725000,-0.0558,0.9156,0.0365,0.918
20.727000,-0.0560,0.9154,0.0376,0.918
20.728000,-0.0568,0.9153,0.0381,0.918
20.728000,-0.0564,0.9148,0.0383,0.917
20.728000,-0.0558,0.9133,0.0389,0.916
20.730000,-0.0557,0.9119,0.0397,0.914
20.732000,-0.0564,0.9107,0.0428,0.913
20.734000,-0.0556,0.9102,0.0476,0.913
20.738000,-0.0553,0.9097,0.0468,0.913
20.740000,-0.0570,0.9088,0.0455,0.912
20.740000,-0.0589,0.9080,0.0451,0.911
20.742000,-0.0610,0.9077,0.0460,0.911
20.744000,-0.0642,0.9088,0.0468,0.912
20.745000,-0.0674,0.9105,0.0484,0.914
20.747000,-0.0700,0.9124,0.0514,0.917
20.749000,-0.0706,0.9135,0.0528,0.918
20.752000,-0.0699,0.9159,0.0557,0.920
20.754000,-0.0688,0.9180,0.0594,0.923
20.756000,-0.0667,0.9191,0.0637,0.924
20.757000,-0.0648,0.9199,0.0675,0.925
20.760000,-0.0630,0.9204,0.0708,0.925
20.763000,-0.0615,0.9208,0.0741,0.926
20.763000,-0.0602,0.9203,0.0786,0.926
20.765000,-0.0604,0.9199,0.0846,0.926
