time,X_value,Y_value,Z_value
2.5088,-0.02442,0.07671,-0.09199
2.5089,-0.01943,0.07598,-0.08548
2.5241,-0.02868,0.05863,-0.06722
2.5243,-0.03552,0.04500,-0.06693
2.5244,-0.04941,0.03267,-0.06792
2.5244,-0.05840,0.02521,-0.05120
2.5244,-0.05667,0.00831,-0.04297
2.5245,-0.04899,-0.00607,-0.03250
2.5268,-0.06272,-0.00845,-0.02097
2.5305,-0.05151,-0.01436,-0.01558
2.5349,-0.04153,-0.02023,-0.01605
2.5392,-0.05901,-0.01773,-0.01070
2.5442,-0.07033,-0.04137,-0.00551
2.5453,-0.06499,-0.05768,0.00201
2.5493,-0.08227,-0.04773,-0.00129
2.5541,-0.09461,-0.05567,-0.00217
2.5577,-0.08194,-0.05523,-0.00305
2.5614,-0.07285,-0.05004,-0.01230
2.5654,-0.05434,-0.04608,-0.01678
2.5697,-0.04791,-0.03027,-0.01766
2.5732,-0.04738,-0.00271,-0.01382
